org_row,org_id,org_name,phase_col,phase_id,phase_name,start_hour,time,vicinity_id,latitude,longitude,mode,activity,optempo,other,,
7,UA-HQ,UA-HQ,2,1,Early-Entry -Airfield,0.00,15-Jan-2005 00:00,MARNEULI-AFLD,41.453,44.809,prepare,,low,,,
8,BIC,BIC,2,1,Early-Entry -Airfield,0.00,15-Jan-2005 00:00,MARNEULI-AFLD,41.453,44.809,prepare,,low,,,
9,1-CABN,1-CABN,2,1,Early-Entry -Airfield,0.00,15-Jan-2005 00:00,MARNEULI-AFLD,41.453,44.809,prepare,,low,,,
10,2-CABN,2-CABN,2,1,Early-Entry -Airfield,0.00,15-Jan-2005 00:00,MARNEULI-AFLD,41.453,44.809,prepare,,low,,,
11,3-CABN,3-CABN,2,1,Early-Entry -Airfield,0.00,15-Jan-2005 00:00,VAZIANI-AFLD,41.614,45.048,prepare,,low,,,
12,AVNDET,AVNDET,2,1,Early-Entry -Airfield,0.00,15-Jan-2005 00:00,VAZIANI-AFLD,41.614,45.048,prepare,,low,,,
13,NLOS,NLOS,2,1,Early-Entry -Airfield,0.00,15-Jan-2005 00:00,VAZIANI-AFLD,41.614,45.048,prepare,,low,,,
14,FSB,FSB,2,1,Early-Entry -Airfield,0.00,15-Jan-2005 00:00,VAZIANI-AFLD,41.614,45.048,prepare,,low,,,
15,159-AVNCO,159-AVNCO,2,1,Early-Entry -Airfield,0.00,15-Jan-2005 00:00,VAZIANI-AFLD,41.614,45.048,prepare,,low,,,
16,7-158-AVNCO,7-158-AVNCO,2,1,Early-Entry -Airfield,0.00,15-Jan-2005 00:00,VAZIANI-AFLD,41.614,45.048,prepare,,low,,,
7,UA-HQ,UA-HQ,3,2,Move-to-Border,1.00,15-Jan-2005 01:00,MARNEULI-AFLD,41.453,44.809,move,,medium,,,
8,BIC,BIC,3,2,Move-to-Border,1.00,15-Jan-2005 01:00,MARNEULI-AFLD,41.453,44.809,move,,medium,,,
9,1-CABN,1-CABN,3,2,Move-to-Border,1.00,15-Jan-2005 01:00,MARNEULI-AFLD,41.453,44.809,move,,medium,,,
10,2-CABN,2-CABN,3,2,Move-to-Border,1.00,15-Jan-2005 01:00,MARNEULI-AFLD,41.453,44.809,move,,medium,,,
11,3-CABN,3-CABN,3,2,Move-to-Border,1.00,15-Jan-2005 01:00,VAZIANI-AFLD,41.614,45.048,move,,medium,,,
12,AVNDET,AVNDET,3,2,Move-to-Border,1.00,15-Jan-2005 01:00,VAZIANI-AFLD,41.614,45.048,move,,medium
13,NLOS,NLOS,3,2,Move-to-Border,1.00,15-Jan-2005 01:00,VAZIANI-AFLD,41.614,45.048,move,,medium
14,FSB,FSB,3,2,Move-to-Border,1.00,15-Jan-2005 01:00,VAZIANI-AFLD,41.614,45.048,move,,medium
15,159-AVNCO,159-AVNCO,3,2,Move-to-Border,1.00,15-Jan-2005 01:00,VAZIANI-AFLD,41.614,45.048,move,,medium
16,7-158-AVNCO,7-158-AVNCO,3,2,Move-to-Border,1.00,15-Jan-2005 01:00,VAZIANI-AFLD,41.614,45.048,move,,medium
7,UA-HQ,UA-HQ,4,3,Tactical-High-Speed-Approach,3.00,15-Jan-2005 03:00,SHYKHLY,41.305,45.117,move,,high
8,BIC,BIC,4,3,Tactical-High-Speed-Approach,3.00,15-Jan-2005 03:00,SHYKHLY,41.305,45.117,move,,high
9,1-CABN,1-CABN,4,3,Tactical-High-Speed-Approach,3.00,15-Jan-2005 03:00,SHYKHLY,41.305,45.117,move,,high
10,2-CABN,2-CABN,4,3,Tactical-High-Speed-Approach,3.00,15-Jan-2005 03:00,SHYKHLY,41.305,45.117,move,,high
11,3-CABN,3-CABN,4,3,Tactical-High-Speed-Approach,3.00,15-Jan-2005 03:00,SHYKHLY,41.305,45.117,move,,high
12,AVNDET,AVNDET,4,3,Tactical-High-Speed-Approach,3.00,15-Jan-2005 03:00,SHYKHLY,41.305,45.117,move,,high
13,NLOS,NLOS,4,3,Tactical-High-Speed-Approach,3.00,15-Jan-2005 03:00,SHYKHLY,41.305,45.117,move,,high
14,FSB,FSB,4,3,Tactical-High-Speed-Approach,3.00,15-Jan-2005 03:00,SHYKHLY,41.305,45.117,move,,high
15,159-AVNCO,159-AVNCO,4,3,Tactical-High-Speed-Approach,3.00,15-Jan-2005 03:00,SHYKHLY,41.305,45.117,move,,high
16,7-158-AVNCO,7-158-AVNCO,4,3,Tactical-High-Speed-Approach,3.00,15-Jan-2005 03:00,SHYKHLY,41.305,45.117,move,,high
7,UA-HQ,UA-HQ,5,3A,Defense-0,5.00,15-Jan-2005 05:00,KIROVABAD-ALFA,40.713,46.252,prepare,,low
8,BIC,BIC,5,3A,Defense-0,5.00,15-Jan-2005 05:00,KIROVABAD-BRAVO,40.736,46.219,prepare,,low
9,1-CABN,1-CABN,5,3A,Defense-0,5.00,15-Jan-2005 05:00,KIROVABAD-CHARLIE,40.964,46.323,prepare,,low
10,2-CABN,2-CABN,5,3A,Defense-0,5.00,15-Jan-2005 05:00,KIROVABAD-DELTA,40.673,46.313,prepare,,low
11,3-CABN,3-CABN,5,3A,Defense-0,5.00,15-Jan-2005 05:00,SAFARALIYEV,40.78,46.397,prepare,,low
12,AVNDET,AVNDET,5,3A,Defense-0,5.00,15-Jan-2005 05:00,DALLYAR-AFLD,40.885,45.95,prepare,,low
13,NLOS,NLOS,5,3A,Defense-0,5.00,15-Jan-2005 05:00,SHAMKHOR,40.826,46.018,prepare,,low
14,FSB,FSB,5,3A,Defense-0,5.00,15-Jan-2005 05:00,DALLYAR-AFLD,40.885,45.95,prepare,,low
15,159-AVNCO,159-AVNCO,5,3A,Defense-0,5.00,15-Jan-2005 05:00,DALLYAR-AFLD,40.885,45.95,prepare,,low
16,7-158-AVNCO,7-158-AVNCO,5,3A,Defense-0,5.00,15-Jan-2005 05:00,DALLYAR-AFLD,40.885,45.95,prepare,,low
7,UA-HQ,UA-HQ,6,4,Assault-COG,8.00,15-Jan-2005 08:00,KIROVABAD-ALFA,40.713,46.252,assault,,high
8,BIC,BIC,6,4,Assault-COG,8.00,15-Jan-2005 08:00,KIROVABAD-BRAVO,40.736,46.219,assault,,high
9,1-CABN,1-CABN,6,4,Assault-COG,8.00,15-Jan-2005 08:00,KIROVABAD-CHARLIE,40.964,46.323,assault,,high
10,2-CABN,2-CABN,6,4,Assault-COG,8.00,15-Jan-2005 08:00,KIROVABAD-DELTA,40.673,46.313,assault,,high
11,3-CABN,3-CABN,6,4,Assault-COG,8.00,15-Jan-2005 08:00,SAFARALIYEV,40.78,46.397,assault,,high
12,AVNDET,AVNDET,6,4,Assault-COG,8.00,15-Jan-2005 08:00,DALLYAR-AFLD,40.885,45.95,assault,,high
13,NLOS,NLOS,6,4,Assault-COG,8.00,15-Jan-2005 08:00,SHAMKHOR,40.826,46.018,assault,,high
14,FSB,FSB,6,4,Assault-COG,8.00,15-Jan-2005 08:00,DALLYAR-AFLD,40.885,45.95,assault,,high
15,159-AVNCO,159-AVNCO,6,4,Assault-COG,8.00,15-Jan-2005 08:00,DALLYAR-AFLD,40.885,45.95,assault,,high
16,7-158-AVNCO,7-158-AVNCO,6,4,Assault-COG,8.00,15-Jan-2005 08:00,DALLYAR-AFLD,40.885,45.95,assault,,high
7,UA-HQ,UA-HQ,7,5,Defense-1,18.00,15-Jan-2005 18:00,GYANDZHA-AFLD,40.734,46.319,prepare,,low
8,BIC,BIC,7,5,Defense-1,18.00,15-Jan-2005 18:00,GYANDZHA-AFLD,40.734,46.319,prepare,,low
9,1-CABN,1-CABN,7,5,Defense-1,18.00,15-Jan-2005 18:00,DALMAMEDLI,40.689,46.567,prepare,,low
10,2-CABN,2-CABN,7,5,Defense-1,18.00,15-Jan-2005 18:00,KHANLAR,40.578,46.328,prepare,,low
11,3-CABN,3-CABN,7,5,Defense-1,18.00,15-Jan-2005 18:00,SAFARALIYEV,40.78,46.397,prepare,,low
12,AVNDET,AVNDET,7,5,Defense-1,18.00,15-Jan-2005 18:00,DALLYAR-AFLD,40.885,45.95,prepare,,low
13,NLOS,NLOS,7,5,Defense-1,18.00,15-Jan-2005 18:00,SHAMKHOR,40.826,46.018,prepare,,low
14,FSB,FSB,7,5,Defense-1,18.00,15-Jan-2005 18:00,GYANDZHA-AFLD,40.734,46.319,prepare,,low
15,159-AVNCO,159-AVNCO,7,5,Defense-1,18.00,15-Jan-2005 18:00,DALLYAR-AFLD,40.885,45.95,prepare,,low
16,7-158-AVNCO,7-158-AVNCO,7,5,Defense-1,18.00,15-Jan-2005 18:00,DALLYAR-AFLD,40.885,45.95,prepare,,low
7,UA-HQ,UA-HQ,8,6,Pursuit-Exploit,24.00,16-Jan-2005 00:00,GYANDZHA-AFLD,40.734,46.319,pursuit,,high
8,BIC,BIC,8,6,Pursuit-Exploit,24.00,16-Jan-2005 00:00,GYANDZHA-AFLD,40.734,46.319,pursuit,,high
9,1-CABN,1-CABN,8,6,Pursuit-Exploit,24.00,16-Jan-2005 00:00,DALMAMEDLI,40.689,46.567,pursuit,,high
10,2-CABN,2-CABN,8,6,Pursuit-Exploit,24.00,16-Jan-2005 00:00,KHANLAR,40.578,46.328,pursuit,,high
11,3-CABN,3-CABN,8,6,Pursuit-Exploit,24.00,16-Jan-2005 00:00,KIROVABAD-E,40.673,46.313,pursuit,,high
12,AVNDET,AVNDET,8,6,Pursuit-Exploit,24.00,16-Jan-2005 00:00,DALLYAR-AFLD,40.885,45.95,pursuit,,high
13,NLOS,NLOS,8,6,Pursuit-Exploit,24.00,16-Jan-2005 00:00,SHAMKHOR,40.826,46.018,pursuit,,high
14,FSB,FSB,8,6,Pursuit-Exploit,24.00,16-Jan-2005 00:00,GYANDZHA-AFLD,40.734,46.319,pursuit,,high
15,159-AVNCO,159-AVNCO,8,6,Pursuit-Exploit,24.00,16-Jan-2005 00:00,DALLYAR-AFLD,40.885,45.95,pursuit,,high
16,7-158-AVNCO,7-158-AVNCO,8,6,Pursuit-Exploit,24.00,16-Jan-2005 00:00,DALLYAR-AFLD,40.885,45.95,pursuit,,high
7,UA-HQ,UA-HQ,9,7,Defense-2,34.00,16-Jan-2005 10:00,YEVLAKH-ALFA,40.536,47.143,prepare,,low
8,BIC,BIC,9,7,Defense-2,34.00,16-Jan-2005 10:00,YEVLAKH-BRAVO,40.561,47.145,prepare,,low
9,1-CABN,1-CABN,9,7,Defense-2,34.00,16-Jan-2005 10:00,BARDA-BRAVO,40.427,47.122,prepare,,low
10,2-CABN,2-CABN,9,7,Defense-2,34.00,16-Jan-2005 10:00,BARDA-CHARLIE,40.315,47.396,prepare,,low
11,3-CABN,3-CABN,9,7,Defense-2,34.00,16-Jan-2005 10:00,BARDA-ALFA,40.401,47.121,prepare,,low
12,AVNDET,AVNDET,9,7,Defense-2,34.00,16-Jan-2005 10:00,NAETALAN-AFLD,40.508,46.834,prepare,,low
13,NLOS,NLOS,9,7,Defense-2,34.00,16-Jan-2005 10:00,NAETALAN-AFLD,40.508,46.834,prepare,,low
14,FSB,FSB,9,7,Defense-2,34.00,16-Jan-2005 10:00,YEVLAKH-AFLD,40.628,47.141,prepare,,low
15,159-AVNCO,159-AVNCO,9,7,Defense-2,34.00,16-Jan-2005 10:00,NAETALAN-AFLD,40.508,46.834,prepare,,low
16,7-158-AVNCO,7-158-AVNCO,9,7,Defense-2,34.00,16-Jan-2005 10:00,NAETALAN-AFLD,40.508,46.834,prepare,,low
7,UA-HQ,UA-HQ,10,8,Urban-Assault,40.00,16-Jan-2005 16:00,YEVLAKH-ALFA,40.536,47.143,assault,,high
8,BIC,BIC,10,8,Urban-Assault,40.00,16-Jan-2005 16:00,YEVLAKH-BRAVO,40.561,47.145,assault,,high
9,1-CABN,1-CABN,10,8,Urban-Assault,40.00,16-Jan-2005 16:00,BARDA-BRAVO,40.427,47.122,assault,,high
10,2-CABN,2-CABN,10,8,Urban-Assault,40.00,16-Jan-2005 16:00,BARDA-CHARLIE,40.315,47.396,assault,,high
11,3-CABN,3-CABN,10,8,Urban-Assault,40.00,16-Jan-2005 16:00,BARDA-ALFA,40.401,47.121,assault,,high
12,AVNDET,AVNDET,10,8,Urban-Assault,40.00,16-Jan-2005 16:00,NAETALAN-AFLD,40.508,46.834,assault,,high
13,NLOS,NLOS,10,8,Urban-Assault,40.00,16-Jan-2005 16:00,NAETALAN-AFLD,40.508,46.834,assault,,high
14,FSB,FSB,10,8,Urban-Assault,40.00,16-Jan-2005 16:00,YEVLAKH-AFLD,40.628,47.141,assault,,high
15,159-AVNCO,159-AVNCO,10,8,Urban-Assault,40.00,16-Jan-2005 16:00,NAETALAN-AFLD,40.508,46.834,assault,,high
16,7-158-AVNCO,7-158-AVNCO,10,8,Urban-Assault,40.00,16-Jan-2005 16:00,NAETALAN-AFLD,40.508,46.834,assault,,high
7,UA-HQ,UA-HQ,11,9,Defense-3,52.00,17-Jan-2005 04:00,YEVLAKH-ALFA,40.536,47.143,prepare,,low
8,BIC,BIC,11,9,Defense-3,52.00,17-Jan-2005 04:00,YEVLAKH-BRAVO,40.561,47.145,prepare,,low
9,1-CABN,1-CABN,11,9,Defense-3,52.00,17-Jan-2005 04:00,BARDA-BRAVO,40.427,47.122,prepare,,low
10,2-CABN,2-CABN,11,9,Defense-3,52.00,17-Jan-2005 04:00,BARDA-CHARLIE,40.315,47.396,prepare,,low
11,3-CABN,3-CABN,11,9,Defense-3,52.00,17-Jan-2005 04:00,BARDA-ALFA,40.401,47.121,prepare,,low
12,AVNDET,AVNDET,11,9,Defense-3,52.00,17-Jan-2005 04:00,NAETALAN-AFLD,40.508,46.834,prepare,,low
13,NLOS,NLOS,11,9,Defense-3,52.00,17-Jan-2005 04:00,NAETALAN-AFLD,40.508,46.834,prepare,,low
14,FSB,FSB,11,9,Defense-3,52.00,17-Jan-2005 04:00,YEVLAKH-AFLD,40.628,47.141,prepare,,low
15,159-AVNCO,159-AVNCO,11,9,Defense-3,52.00,17-Jan-2005 04:00,NAETALAN-AFLD,40.508,46.834,prepare,,low
16,7-158-AVNCO,7-158-AVNCO,11,9,Defense-3,52.00,17-Jan-2005 04:00,NAETALAN-AFLD,40.508,46.834,prepare,,low
7,UA-HQ,UA-HQ,12,10,Mech-Move-Air-Assault,58.00,17-Jan-2005 10:00,BARDA-ALFA,40.401,47.121,assault,,high
8,BIC,BIC,12,10,Mech-Move-Air-Assault,58.00,17-Jan-2005 10:00,BARDA-BRAVO,40.427,47.122,assault,,high
9,1-CABN,1-CABN,12,10,Mech-Move-Air-Assault,58.00,17-Jan-2005 10:00,MIR-BASHIR,40.332,46.934,assault,,high
10,2-CABN,2-CABN,12,10,Mech-Move-Air-Assault,58.00,17-Jan-2005 10:00,BARDA-CHARLIE,40.315,47.396,assault,,high
11,3-CABN,3-CABN,12,10,Mech-Move-Air-Assault,58.00,17-Jan-2005 10:00,BARDA-DELTA,40.352,47.038,assault,,high
12,AVNDET,AVNDET,12,10,Mech-Move-Air-Assault,58.00,17-Jan-2005 10:00,NAETALAN-AFLD,40.508,46.834,assault,,high
13,NLOS,NLOS,12,10,Mech-Move-Air-Assault,58.00,17-Jan-2005 10:00,NAETALAN-AFLD,40.508,46.834,assault,,high
14,FSB,FSB,12,10,Mech-Move-Air-Assault,58.00,17-Jan-2005 10:00,YEVLAKH-AFLD,40.628,47.141,assault,,high
15,159-AVNCO,159-AVNCO,12,10,Mech-Move-Air-Assault,58.00,17-Jan-2005 10:00,NAETALAN-AFLD,40.508,46.834,assault,,high
16,7-158-AVNCO,7-158-AVNCO,12,10,Mech-Move-Air-Assault,58.00,17-Jan-2005 10:00,NAETALAN-AFLD,40.508,46.834,assault,,high
7,UA-HQ,UA-HQ,13,11,Reconstitution,70.00,17-Jan-2005 22:00,BARDA-ALFA,40.401,47.121,prepare,,low
8,BIC,BIC,13,11,Reconstitution,70.00,17-Jan-2005 22:00,BARDA-BRAVO,40.427,47.122,prepare,,low
9,1-CABN,1-CABN,13,11,Reconstitution,70.00,17-Jan-2005 22:00,MIR-BASHIR,40.332,46.934,prepare,,low
10,2-CABN,2-CABN,13,11,Reconstitution,70.00,17-Jan-2005 22:00,BARDA-CHARLIE,40.315,47.396,prepare,,low
11,3-CABN,3-CABN,13,11,Reconstitution,70.00,17-Jan-2005 22:00,BARDA-DELTA,40.352,47.038,prepare,,low
12,AVNDET,AVNDET,13,11,Reconstitution,70.00,17-Jan-2005 22:00,NAETALAN-AFLD,40.508,46.834,prepare,,low
13,NLOS,NLOS,13,11,Reconstitution,70.00,17-Jan-2005 22:00,NAETALAN-AFLD,40.508,46.834,prepare,,low
14,FSB,FSB,13,11,Reconstitution,70.00,17-Jan-2005 22:00,YEVLAKH-AFLD,40.628,47.141,prepare,,low
15,159-AVNCO,159-AVNCO,13,11,Reconstitution,70.00,17-Jan-2005 22:00,NAETALAN-AFLD,40.508,46.834,prepare,,low
16,7-158-AVNCO,7-158-AVNCO,13,11,Reconstitution,70.00,17-Jan-2005 22:00,NAETALAN-AFLD,40.508,46.834,prepare,,low
7,UA-HQ,UA-HQ,14,12,Redeploy,72.00,18-Jan-2005 00:00,TANRYKULULAR-AFLD,40.735,46.859,redeploy,,low
8,BIC,BIC,14,12,Redeploy,72.00,18-Jan-2005 00:00,TANRYKULULAR-AFLD,40.735,46.859,redeploy,,low
9,1-CABN,1-CABN,14,12,Redeploy,72.00,18-Jan-2005 00:00,TANRYKULULAR-AFLD,40.735,46.859,redeploy,,low
10,2-CABN,2-CABN,14,12,Redeploy,72.00,18-Jan-2005 00:00,TANRYKULULAR-AFLD,40.735,46.859,redeploy,,low
11,3-CABN,3-CABN,14,12,Redeploy,72.00,18-Jan-2005 00:00,TANRYKULULAR-AFLD,40.735,46.859,redeploy,,low
12,AVNDET,AVNDET,14,12,Redeploy,72.00,18-Jan-2005 00:00,TANRYKULULAR-AFLD,40.735,46.859,redeploy,,low
13,NLOS,NLOS,14,12,Redeploy,72.00,18-Jan-2005 00:00,TANRYKULULAR-AFLD,40.735,46.859,redeploy,,low
14,FSB,FSB,14,12,Redeploy,72.00,18-Jan-2005 00:00,TANRYKULULAR-AFLD,40.735,46.859,redeploy,,low
15,159-AVNCO,159-AVNCO,14,12,Redeploy,72.00,18-Jan-2005 00:00,TANRYKULULAR-AFLD,40.735,46.859,redeploy,,low
16,7-158-AVNCO,7-158-AVNCO,14,12,Redeploy,72.00,18-Jan-2005 00:00,TANRYKULULAR-AFLD,40.735,46.859,redeploy,,low
